id,neighbourhood_group,neighbourhood,room_type,price,Rating,accommodates,bathrooms,bedrooms,beds
6627449,Bronx,City Island,Entire home/apt,125,good,4.0,1.0,1.0,1.0
5557381,Bronx,City Island,Private room,69,good,4.0,2.0,2.0,3.0
9147025,Bronx,City Island,Entire home/apt,125,good,2.0,2.0,1.0,1.0
1936633,Bronx,City Island,Entire home/apt,115,good,1.0,1.0,1.0,1.0
19758402,Bronx,City Island,Entire home/apt,62,good,6.0,1.0,2.0,3.0
4407790,Bronx,Allerton,Private room,47,good,6.0,1.0,3.0,3.0
715270,Bronx,Allerton,Private room,39,good,1.0,2.0,1.0,1.0
18852048,Bronx,Allerton,Private room,49,good,4.0,1.0,1.0,1.0
759901,Bronx,Allerton,Private room,85,good,2.0,1.0,0.0,1.0
13864221,Bronx,Allerton,Private room,50,good,2.0,1.0,1.0,1.0
12496118,Bronx,Allerton,Entire home/apt,105,good,2.0,1.0,1.0,1.0
13109017,Bronx,Allerton,Private room,45,good,1.0,1.0,1.0,1.0
9513511,Bronx,Allerton,Private room,70,good,2.0,1.0,1.0,1.0
10801360,Bronx,Allerton,Entire home/apt,90,good,2.0,1.0,1.0,1.0
8294259,Bronx,Allerton,Private room,63,good,2.0,1.0,1.0,1.0
182177,Bronx,Allerton,Entire home/apt,125,good,6.0,1.0,3.0,4.0
17876530,Bronx,Allerton,Entire home/apt,110,good,1.0,1.0,1.0,1.0
5046189,Bronx,Allerton,Entire home/apt,200,good,3.0,1.0,1.0,2.0
755528,Bronx,Allerton,Entire home/apt,49,good,11.0,2.0,3.0,6.0
3429765,Bronx,Allerton,Private room,43,good,3.0,1.0,1.0,1.0
9331257,Bronx,Allerton,Shared room,35,good,3.0,1.0,1.0,1.0
5647069,Bronx,Allerton,Private room,85,good,2.0,1.0,1.0,1.0
4462008,Bronx,Allerton,Private room,44,good,2.0,1.0,1.0,1.0
20449125,Bronx,Allerton,Entire home/apt,109,good,1.0,1.0,1.0,1.0
6292515,Queens,Ditmars Steinway,Private room,40,okay,2.0,1.0,1.0,1.0
19242246,Queens,Ditmars Steinway,Entire home/apt,120,good,2.0,1.0,1.0,1.0
16860045,Queens,Ditmars Steinway,Entire home/apt,52,good,2.0,1.5,1.0,1.0
8079482,Queens,Ditmars Steinway,Entire home/apt,130,good,2.0,1.0,1.0,1.0
3043548,Queens,Ditmars Steinway,Entire home/apt,100,good,1.0,1.0,1.0,1.0
13040683,Queens,Ditmars Steinway,Shared room,100,good,1.0,1.0,1.0,1.0
5232121,Queens,Ditmars Steinway,Private room,55,good,2.0,1.0,1.0,1.0
20269743,Queens,Ditmars Steinway,Private room,35,good,2.0,1.0,1.0,2.0
21077625,Queens,Ditmars Steinway,Private room,97,good,2.0,1.0,1.0,1.0
3644017,Queens,Ditmars Steinway,Private room,100,good,4.0,2.0,2.0,2.0
15716189,Queens,Ditmars Steinway,Private room,55,good,2.0,1.0,1.0,1.0
17624190,Queens,Ditmars Steinway,Entire home/apt,115,good,1.0,1.0,1.0,1.0
9859181,Queens,Ditmars Steinway,Entire home/apt,220,good,3.0,1.0,1.0,1.0
14788009,Queens,Ditmars Steinway,Entire home/apt,95,good,4.0,1.0,1.0,3.0
14021937,Queens,Ditmars Steinway,Entire home/apt,100,good,1.0,0.0,1.0,1.0
13927922,Queens,Ditmars Steinway,Entire home/apt,90,good,3.0,1.0,1.0,1.0
10685496,Queens,Ditmars Steinway,Shared room,22,good,4.0,1.0,3.0,2.0
8391132,Queens,Ditmars Steinway,Private room,55,good,2.0,1.0,1.0,1.0
8393016,Queens,Ditmars Steinway,Private room,45,good,3.0,1.0,1.0,2.0
13427702,Queens,Ditmars Steinway,Private room,65,okay,3.0,1.0,2.0,2.0
7859360,Queens,Ditmars Steinway,Private room,65,good,3.0,1.0,2.0,2.0
16827715,Queens,Ditmars Steinway,Private room,85,good,2.0,1.0,0.0,1.0
13330683,Queens,Ditmars Steinway,Private room,100,good,3.0,1.0,1.0,1.0
8444555,Queens,Ditmars Steinway,Private room,40,good,2.0,1.0,1.0,1.0
8316959,Queens,Ditmars Steinway,Private room,200,good,2.0,1.0,1.0,1.0
17234796,Queens,Ditmars Steinway,Entire home/apt,60,good,4.0,1.0,2.0,2.0
764052,Queens,Ditmars Steinway,Entire home/apt,390,good,1.0,1.0,1.0,1.0
12972200,Queens,Ditmars Steinway,Entire home/apt,125,good,2.0,1.0,1.0,1.0
3250448,Queens,Ditmars Steinway,Entire home/apt,89,good,3.0,1.0,0.0,1.0
8365172,Queens,Ditmars Steinway,Private room,45,good,2.0,1.5,2.0,2.0
1046443,Queens,Ditmars Steinway,Private room,200,good,2.0,1.0,0.0,1.0
6480685,Queens,Ditmars Steinway,Private room,45,good,2.0,1.0,1.0,1.0
19979903,Queens,Ditmars Steinway,Private room,75,bad,6.0,2.0,2.0,3.0
11625684,Queens,Ditmars Steinway,Private room,100,good,2.0,1.0,1.0,1.0
11641041,Queens,Ditmars Steinway,Entire home/apt,188,good,1.0,1.0,1.0,1.0
7927466,Queens,Ditmars Steinway,Entire home/apt,150,good,1.0,1.0,0.0,1.0
8741446,Queens,Ditmars Steinway,Entire home/apt,181,good,4.0,1.0,2.0,3.0
239733,Queens,Ditmars Steinway,Entire home/apt,68,good,4.0,1.0,1.0,2.0
10735397,Queens,Ditmars Steinway,Entire home/apt,110,good,2.0,1.0,0.0,1.0
10789911,Queens,Ditmars Steinway,Private room,80,good,2.0,1.0,1.0,1.0
8783113,Queens,Ditmars Steinway,Private room,65,good,1.0,1.0,1.0,1.0
6950074,Queens,Ditmars Steinway,Entire home/apt,110,good,4.0,2.0,2.0,2.0
13512004,Queens,Ditmars Steinway,Private room,65,good,3.0,1.0,1.0,2.0
20459144,Queens,Ditmars Steinway,Private room,50,good,3.0,1.0,1.0,1.0
2896760,Queens,Ditmars Steinway,Private room,60,good,2.0,1.0,1.0,1.0
6043315,Queens,Ditmars Steinway,Private room,40,good,1.0,1.0,1.0,1.0
19019592,Queens,Ditmars Steinway,Entire home/apt,133,bad,4.0,1.0,1.0,2.0
19282178,Queens,Ditmars Steinway,Entire home/apt,165,good,2.0,1.0,1.0,1.0
13388649,Queens,Ditmars Steinway,Entire home/apt,95,good,1.0,1.0,1.0,1.0
1209955,Queens,Ditmars Steinway,Private room,69,good,2.0,1.0,1.0,1.0
9698613,Queens,Ditmars Steinway,Private room,35,good,4.0,1.0,1.0,1.0
14968955,Queens,Ditmars Steinway,Private room,80,good,2.0,1.0,0.0,2.0
19950498,Queens,Ditmars Steinway,Entire home/apt,200,good,4.0,1.0,0.0,2.0
11301089,Queens,Ditmars Steinway,Entire home/apt,199,good,2.0,1.0,1.0,1.0
2519770,Queens,Ditmars Steinway,Entire home/apt,150,good,4.0,1.0,1.0,2.0
20714304,Queens,Ditmars Steinway,Private room,79,okay,2.0,1.0,1.0,1.0
11434386,Queens,Ditmars Steinway,Private room,45,good,3.0,1.0,1.0,2.0
20871796,Queens,Ditmars Steinway,Entire home/apt,90,good,2.0,1.0,1.0,1.0
10360144,Queens,Ditmars Steinway,Private room,40,good,1.0,1.0,1.0,1.0
20190640,Queens,Ditmars Steinway,Private room,59,good,6.0,1.0,2.0,3.0
15899509,Queens,Ditmars Steinway,Entire home/apt,89,good,4.0,1.0,2.0,2.0
10526346,Queens,Ditmars Steinway,Private room,34,good,2.0,1.0,0.0,1.0
7254864,Queens,Ditmars Steinway,Entire home/apt,150,good,5.0,1.5,2.0,3.0
6472275,Queens,Ditmars Steinway,Private room,45,good,2.0,1.0,1.0,1.0
17368490,Queens,Ditmars Steinway,Entire home/apt,140,good,8.0,2.0,3.0,4.0
18549222,Queens,Ditmars Steinway,Private room,80,good,8.0,1.0,3.0,4.0
19207857,Queens,Ditmars Steinway,Entire home/apt,130,good,3.0,1.0,1.0,2.0
18946376,Queens,Ditmars Steinway,Private room,35,good,3.0,1.0,1.0,1.0
4772857,Queens,Ditmars Steinway,Private room,60,good,2.0,1.0,1.0,1.0
13491197,Queens,Ditmars Steinway,Private room,85,good,2.0,1.0,1.0,1.0
19477007,Queens,Ditmars Steinway,Private room,80,good,4.0,1.0,1.0,2.0
7679091,Queens,Ditmars Steinway,Private room,159,good,1.0,1.0,0.0,1.0
7418871,Queens,Ditmars Steinway,Private room,65,good,3.0,1.0,1.0,2.0
20151455,Queens,Ditmars Steinway,Private room,40,good,2.0,1.0,1.0,2.0
9452237,Queens,Ditmars Steinway,Entire home/apt,130,good,10.0,1.0,4.0,4.0
2440357,Queens,Ditmars Steinway,Entire home/apt,180,good,2.0,1.0,1.0,1.0
4211510,Queens,Ditmars Steinway,Private room,50,good,4.0,1.0,1.0,2.0
4934421,Queens,Ditmars Steinway,Private room,65,okay,1.0,1.0,1.0,1.0
2051499,Queens,Ditmars Steinway,Entire home/apt,115,good,2.0,2.0,1.0,1.0
5328633,Queens,Ditmars Steinway,Entire home/apt,225,good,2.0,1.0,1.0,1.0
4645841,Queens,Ditmars Steinway,Entire home/apt,129,good,2.0,1.0,1.0,1.0
11098211,Queens,Ditmars Steinway,Entire home/apt,165,good,2.0,1.0,1.0,1.0
11624694,Queens,Ditmars Steinway,Entire home/apt,120,good,2.0,1.0,1.0,1.0
3499016,Queens,Ditmars Steinway,Private room,100,good,1.0,1.5,1.0,1.0
5728500,Queens,Ditmars Steinway,Private room,58,good,2.0,1.5,1.0,1.0
12814991,Queens,Ditmars Steinway,Entire home/apt,159,good,2.0,1.0,1.0,1.0
20942352,Queens,Ditmars Steinway,Private room,47,good,2.0,1.0,1.0,1.0
8507328,Queens,Ditmars Steinway,Private room,50,good,2.0,1.5,1.0,1.0
12630490,Queens,Ditmars Steinway,Entire home/apt,135,good,2.0,1.0,1.0,1.0
14856378,Queens,Ditmars Steinway,Entire home/apt,153,good,3.0,1.0,1.0,2.0
9351013,Queens,Ditmars Steinway,Entire home/apt,89,good,1.0,1.0,1.0,1.0
9595836,Queens,Ditmars Steinway,Private room,90,good,7.0,1.0,3.0,4.0
15641528,Queens,Ditmars Steinway,Entire home/apt,120,okay,2.0,1.0,2.0,1.0
11968958,Queens,Ditmars Steinway,Entire home/apt,78,good,2.0,1.0,1.0,1.0
6168880,Queens,Ditmars Steinway,Entire home/apt,215,good,4.0,1.5,2.0,3.0
19309654,Queens,Ditmars Steinway,Entire home/apt,90,okay,4.0,2.5,2.0,2.0
6595943,Queens,Ditmars Steinway,Entire home/apt,99,good,2.0,1.0,1.0,1.0
7637901,Queens,Ditmars Steinway,Private room,70,good,3.0,1.0,2.0,2.0
19179997,Queens,Ditmars Steinway,Entire home/apt,73,good,6.0,2.0,3.0,3.0
11553543,Queens,Ditmars Steinway,Private room,45,good,2.0,1.0,1.0,1.0
8145603,Queens,Ditmars Steinway,Private room,75,good,2.0,1.0,1.0,1.0
6196265,Queens,Ditmars Steinway,Entire home/apt,150,bad,2.0,1.0,0.0,1.0
4376618,Queens,Ditmars Steinway,Private room,45,good,2.0,1.0,1.0,2.0
3835757,Queens,Ditmars Steinway,Private room,50,good,2.0,1.0,1.0,1.0
13770780,Queens,Ditmars Steinway,Private room,60,good,7.0,3.0,5.0,7.0
16302869,Queens,Ditmars Steinway,Private room,65,good,3.0,1.0,2.0,2.0
9078187,Queens,Ditmars Steinway,Entire home/apt,83,good,2.0,1.0,1.0,1.0
13276320,Queens,Ditmars Steinway,Private room,125,good,4.0,1.0,1.0,2.0
12380704,Queens,Ditmars Steinway,Private room,45,good,6.0,3.0,3.0,4.0
14215061,Queens,Ditmars Steinway,Private room,70,good,2.0,1.0,1.0,1.0
2745140,Queens,Ditmars Steinway,Private room,60,good,1.0,1.0,1.0,1.0
6677008,Queens,Ditmars Steinway,Private room,52,good,1.0,1.0,1.0,1.0
13101001,Queens,Ditmars Steinway,Private room,58,good,2.0,1.5,1.0,1.0
57166,Queens,Ditmars Steinway,Entire home/apt,140,good,4.0,1.0,2.0,2.0
6611592,Queens,Ditmars Steinway,Entire home/apt,180,good,1.0,1.0,1.0,1.0
15392868,Queens,Ditmars Steinway,Private room,80,okay,2.0,1.0,1.0,1.0
20307087,Queens,Ditmars Steinway,Entire home/apt,106,good,2.0,1.0,1.0,1.0
12377755,Queens,Ditmars Steinway,Private room,55,good,1.0,1.0,1.0,1.0
19848103,Queens,Ditmars Steinway,Entire home/apt,200,good,4.0,1.0,2.0,2.0
17684828,Queens,Ditmars Steinway,Entire home/apt,200,good,6.0,1.0,2.0,4.0
18601252,Queens,Ditmars Steinway,Private room,49,good,2.0,1.0,1.0,2.0
4772987,Queens,Ditmars Steinway,Private room,55,good,1.0,1.0,1.0,1.0
9555648,Queens,Ditmars Steinway,Entire home/apt,95,good,4.0,1.0,1.0,1.0
6670064,Queens,Ditmars Steinway,Entire home/apt,65,good,4.0,1.0,1.0,1.0
2738965,Queens,Ditmars Steinway,Entire home/apt,178,good,4.0,1.0,0.0,2.0
4541187,Queens,Ditmars Steinway,Entire home/apt,127,good,4.0,1.0,1.0,2.0
15437290,Queens,Ditmars Steinway,Entire home/apt,199,good,3.0,1.0,2.0,1.0
15568588,Queens,Ditmars Steinway,Entire home/apt,89,good,8.0,1.0,3.0,4.0
19721291,Queens,Ditmars Steinway,Private room,100,good,4.0,2.0,2.0,2.0
9275453,Queens,Ditmars Steinway,Private room,80,good,4.0,1.5,1.0,2.0
18974335,Queens,Ditmars Steinway,Entire home/apt,85,good,4.0,1.0,1.0,2.0
13991331,Queens,Ditmars Steinway,Entire home/apt,160,good,3.0,1.0,1.0,2.0
19624896,Queens,Ditmars Steinway,Entire home/apt,55,good,2.0,1.0,1.0,2.0
20280692,Queens,Ditmars Steinway,Entire home/apt,160,good,2.0,1.0,1.0,1.0
4550494,Queens,Ditmars Steinway,Entire home/apt,235,good,2.0,1.0,1.0,1.0
5992686,Queens,Ditmars Steinway,Private room,40,good,3.0,1.0,1.0,2.0
20408846,Queens,Ditmars Steinway,Private room,68,good,4.0,1.0,1.0,2.0
19915939,Queens,Ditmars Steinway,Private room,55,good,1.0,1.0,1.0,1.0
7557546,Queens,Ditmars Steinway,Entire home/apt,133,good,2.0,2.0,1.0,1.0
19915204,Queens,Ditmars Steinway,Private room,59,good,2.0,1.0,1.0,1.0
18433038,Queens,Ditmars Steinway,Private room,59,good,1.0,1.0,1.0,1.0
2745620,Queens,Ditmars Steinway,Private room,55,good,4.0,1.0,1.0,2.0
5036261,Queens,Ditmars Steinway,Private room,32,good,3.0,1.0,1.0,1.0
17367926,Queens,Ditmars Steinway,Entire home/apt,110,okay,7.0,1.0,1.0,4.0
16679726,Queens,Ditmars Steinway,Entire home/apt,129,good,2.0,1.0,1.0,1.0
17462442,Queens,Ditmars Steinway,Private room,30,good,1.0,1.0,1.0,1.0
8681776,Queens,Ditmars Steinway,Private room,75,good,4.0,1.0,1.0,1.0
14181211,Queens,Ditmars Steinway,Entire home/apt,120,good,4.0,1.0,1.0,2.0
16146960,Queens,Ditmars Steinway,Shared room,48,good,2.0,1.0,1.0,1.0
4874722,Queens,Ditmars Steinway,Private room,70,good,2.0,1.5,1.0,1.0
3040654,Queens,Ditmars Steinway,Private room,50,good,3.0,1.0,1.0,1.0
12607802,Queens,Ditmars Steinway,Entire home/apt,138,good,1.0,1.0,1.0,1.0
13941210,Queens,Ditmars Steinway,Entire home/apt,70,good,2.0,1.0,1.0,1.0
679633,Queens,Ditmars Steinway,Entire home/apt,75,okay,2.0,1.0,1.0,1.0
11162977,Queens,Ditmars Steinway,Private room,70,good,1.0,1.0,1.0,1.0
13127582,Queens,Ditmars Steinway,Private room,100,good,6.0,1.0,2.0,3.0
18238083,Queens,Ditmars Steinway,Private room,40,good,2.0,1.0,1.0,1.0
1981410,Queens,Ditmars Steinway,Entire home/apt,135,good,2.0,2.0,1.0,2.0
14824090,Queens,Ditmars Steinway,Entire home/apt,95,good,5.0,2.0,2.0,3.0
1581579,Queens,Ditmars Steinway,Entire home/apt,188,good,2.0,1.0,1.0,1.0
16916708,Queens,Ditmars Steinway,Entire home/apt,80,good,7.0,1.5,3.0,3.0
18108648,Queens,Ditmars Steinway,Entire home/apt,100,good,3.0,1.0,1.0,2.0
9182008,Queens,Ditmars Steinway,Entire home/apt,140,good,1.0,1.0,1.0,1.0
1841252,Queens,Ditmars Steinway,Entire home/apt,100,okay,2.0,2.0,1.0,1.0
12851100,Queens,Ditmars Steinway,Entire home/apt,80,okay,4.0,1.0,1.0,2.0
14163104,Queens,Ditmars Steinway,Entire home/apt,95,good,4.0,1.0,1.0,2.0
1578776,Queens,Ditmars Steinway,Private room,59,good,4.0,1.0,1.0,2.0
8392760,Queens,Ditmars Steinway,Private room,45,good,2.0,1.0,1.0,1.0
12845943,Queens,Ditmars Steinway,Private room,40,good,1.0,1.0,1.0,1.0
6357564,Queens,Ditmars Steinway,Private room,55,good,2.0,8.0,1.0,2.0
8392882,Queens,Ditmars Steinway,Private room,80,good,2.0,1.0,0.0,1.0
12455130,Queens,Ditmars Steinway,Entire home/apt,95,good,1.0,1.5,1.0,1.0
18221952,Queens,Ditmars Steinway,Private room,60,good,1.0,1.0,1.0,1.0
6555427,Queens,Ditmars Steinway,Private room,65,good,2.0,1.0,1.0,1.0
14352688,Queens,Ditmars Steinway,Private room,60,good,1.0,1.0,1.0,1.0
2435198,Bronx,Soundview,Private room,50,good,2.0,1.0,0.0,1.0
16771876,Bronx,Soundview,Entire home/apt,70,good,6.0,1.0,3.0,4.0
1739847,Bronx,Soundview,Private room,35,good,1.0,1.0,1.0,1.0
11695338,Bronx,Soundview,Private room,45,good,3.0,1.0,1.0,2.0
8402207,Bronx,Soundview,Private room,28,good,1.0,1.0,1.0,1.0
18736577,Queens,Ozone Park,Private room,49,good,4.0,1.5,1.0,2.0
13224318,Queens,Ozone Park,Private room,49,good,6.0,1.0,2.0,3.0
15058410,Queens,Ozone Park,Private room,65,good,2.0,1.0,1.0,1.0
18737053,Queens,Ozone Park,Private room,39,good,2.0,1.0,0.0,1.0
2685940,Queens,Ozone Park,Entire home/apt,80,good,2.0,1.0,0.0,1.0
13953640,Queens,Ozone Park,Entire home/apt,125,good,3.0,1.0,2.0,1.0
13265829,Queens,Ozone Park,Entire home/apt,55,good,6.0,3.0,3.0,4.0
2371632,Queens,Ozone Park,Entire home/apt,98,good,2.0,1.0,1.0,3.0
18812810,Queens,Ozone Park,Entire home/apt,115,good,1.0,1.0,1.0,1.0
15024889,Queens,Ozone Park,Entire home/apt,85,good,2.0,1.0,1.0,1.0
11474664,Queens,Ozone Park,Entire home/apt,110,good,2.0,1.0,1.0,1.0
7725825,Queens,Ozone Park,Entire home/apt,79,good,2.0,1.0,1.0,1.0
5094957,Queens,Ozone Park,Private room,55,good,2.0,1.0,1.0,1.0
11496210,Queens,Ozone Park,Entire home/apt,87,good,8.0,1.0,3.0,3.0
5204719,Queens,Ozone Park,Entire home/apt,70,good,2.0,1.0,1.0,1.0
4853647,Queens,Ozone Park,Entire home/apt,99,good,1.0,2.0,1.0,1.0
6032118,Queens,Ozone Park,Private room,55,good,3.0,1.0,1.0,2.0
4982699,Queens,Ozone Park,Entire home/apt,99,good,2.0,1.0,1.0,1.0
20828094,Bronx,Fordham,Private room,70,good,3.0,1.0,1.0,1.0
18898125,Bronx,Fordham,Private room,51,good,2.0,1.0,0.0,1.0
16814973,Bronx,Fordham,Private room,50,good,2.0,1.0,1.0,1.0
13359647,Bronx,Fordham,Private room,40,good,1.0,1.0,0.0,1.0
12955940,Bronx,Fordham,Private room,34,good,2.0,1.0,1.0,1.0
18416347,Bronx,Fordham,Private room,75,good,2.0,2.0,1.0,1.0
15300956,Bronx,Fordham,Private room,40,good,1.0,1.0,1.0,1.0
16065265,Bronx,Fordham,Entire home/apt,140,okay,3.0,1.0,1.0,1.0
16337106,Bronx,Fordham,Private room,55,good,3.0,1.0,2.0,2.0
13810918,Bronx,Fordham,Private room,60,good,4.0,1.0,3.0,2.0
176129,Bronx,Fordham,Private room,62,good,1.0,1.0,1.0,1.0
17045488,Bronx,Fordham,Private room,80,good,2.0,1.0,1.0,1.0
17529164,Bronx,Fordham,Private room,45,good,2.0,1.0,1.0,1.0
19604867,Bronx,Fordham,Private room,42,okay,4.0,1.0,2.0,2.0
17045788,Bronx,Fordham,Private room,60,good,2.0,1.0,1.0,1.0
20575645,Queens,Whitestone,Entire home/apt,250,good,6.0,1.5,2.0,3.0
19887332,Queens,Whitestone,Private room,80,good,2.0,1.0,0.0,3.0
20728160,Staten Island,Arden Heights,Private room,34,okay,2.0,1.5,1.0,1.0
9113965,Staten Island,Arden Heights,Private room,39,good,4.0,2.0,2.0,2.0
6867897,Staten Island,Arden Heights,Private room,35,good,2.0,1.0,1.0,1.0
6314389,Staten Island,Arden Heights,Private room,43,good,2.0,1.0,1.0,1.0
259946,Staten Island,Arrochar,Entire home/apt,125,good,2.0,1.0,1.0,1.0
16087737,Staten Island,Arrochar,Private room,31,good,1.0,1.0,1.0,1.0
4981857,Staten Island,Arrochar,Private room,80,good,1.0,1.0,1.0,1.0
19192001,Staten Island,Arrochar,Entire home/apt,75,good,2.0,1.0,1.0,1.0
258838,Staten Island,Arrochar,Entire home/apt,250,good,1.0,1.0,1.0,1.0
17716523,Staten Island,Arrochar,Entire home/apt,125,good,3.0,1.0,1.0,1.0
738588,Staten Island,Arrochar,Entire home/apt,625,good,1.0,1.0,1.0,1.0
18628272,Staten Island,Arrochar,Entire home/apt,68,good,3.0,1.5,1.0,2.0
6031948,Staten Island,Arrochar,Entire home/apt,70,good,2.0,1.0,1.0,1.0
13752815,Queens,Arverne,Private room,69,good,3.0,1.5,1.0,2.0
13005376,Queens,Arverne,Private room,85,good,7.0,3.5,4.0,5.0
7664991,Queens,Arverne,Private room,80,good,2.0,1.0,1.0,1.0
14796074,Queens,Arverne,Private room,299,good,4.0,2.0,1.0,3.0
16244553,Queens,Arverne,Entire home/apt,85,good,3.0,1.0,1.0,1.0
19660760,Queens,Arverne,Entire home/apt,129,good,2.0,1.0,1.0,1.0
18806323,Queens,Arverne,Entire home/apt,250,good,1.0,1.0,1.0,1.0
13914735,Queens,Arverne,Entire home/apt,87,good,1.0,1.0,1.0,1.0
1215627,Queens,Arverne,Entire home/apt,150,good,3.0,1.5,2.0,2.0
16703220,Queens,Arverne,Entire home/apt,180,good,3.0,1.5,1.0,1.0
6519873,Queens,Arverne,Entire home/apt,75,good,2.0,1.0,1.0,1.0
12829824,Queens,Arverne,Entire home/apt,180,good,1.0,1.0,1.0,1.0
7734034,Queens,Arverne,Private room,120,good,1.0,1.0,1.0,1.0
13527085,Queens,Arverne,Private room,35,good,2.0,1.0,1.0,2.0
2476456,Queens,Arverne,Shared room,35,good,5.0,2.0,3.0,3.0
15839869,Queens,Arverne,Private room,95,good,2.0,1.0,1.0,1.0
14733074,Queens,Arverne,Private room,49,good,6.0,1.0,2.0,3.0
3852261,Queens,Arverne,Private room,129,good,4.0,1.0,1.0,2.0
14426371,Queens,Arverne,Private room,42,good,4.0,1.0,1.0,3.0
14843072,Queens,Arverne,Entire home/apt,191,good,1.0,1.0,1.0,1.0
19912699,Queens,Arverne,Private room,95,good,2.0,1.5,1.0,1.0
15311833,Queens,Arverne,Private room,60,good,4.0,1.0,1.0,2.0
13556488,Queens,Arverne,Private room,150,good,2.0,1.0,1.0,1.0
20679072,Queens,Arverne,Private room,50,good,10.0,4.0,3.0,6.0
20678858,Queens,Arverne,Private room,35,good,4.0,2.0,2.0,1.0
3506399,Queens,Arverne,Private room,76,good,2.0,1.0,1.0,1.0
581542,Queens,Arverne,Entire home/apt,92,good,2.0,1.0,1.0,1.0
6585028,Queens,Arverne,Private room,159,good,2.0,1.0,1.0,1.0
6520350,Queens,Arverne,Entire home/apt,300,good,3.0,1.5,1.0,2.0
16082923,Queens,Arverne,Entire home/apt,100,good,2.0,1.0,1.0,1.0
19487730,Queens,Arverne,Entire home/apt,99,good,5.0,1.0,2.0,3.0
14110407,Queens,Arverne,Entire home/apt,450,good,2.0,1.0,1.0,1.0
7894007,Queens,Arverne,Entire home/apt,200,good,2.0,1.0,1.0,1.0
13657292,Queens,Arverne,Entire home/apt,160,good,2.0,1.0,1.0,1.0
13524592,Queens,Arverne,Private room,30,good,2.0,1.0,1.0,1.0
12211396,Queens,Arverne,Private room,55,good,2.0,1.0,1.0,1.0
6044964,Queens,Arverne,Entire home/apt,150,good,2.0,1.0,0.0,2.0
14124508,Queens,Arverne,Entire home/apt,101,good,1.0,0.0,1.0,1.0
19812097,Queens,Arverne,Private room,50,good,1.0,1.0,1.0,1.0
18359426,Queens,Arverne,Private room,55,good,6.0,1.0,1.0,1.0
6576463,Queens,Arverne,Private room,129,good,2.0,1.0,1.0,1.0
13113064,Queens,Arverne,Private room,125,good,2.0,1.0,1.0,2.0
20583998,Queens,Arverne,Private room,40,good,2.0,1.0,1.0,1.0
18785110,Queens,Arverne,Entire home/apt,225,good,2.0,1.0,1.0,1.0
16253413,Queens,Arverne,Private room,69,good,10.0,4.0,5.0,6.0
16254609,Queens,Arverne,Entire home/apt,200,good,6.0,1.5,2.0,3.0
18504871,Queens,Astoria,Private room,100,good,4.0,1.0,2.0,2.0
17097898,Queens,Astoria,Private room,47,good,2.0,1.0,1.0,1.0
14303304,Queens,Astoria,Private room,75,good,2.0,2.0,1.0,1.0
14959164,Queens,Astoria,Private room,80,good,2.0,2.0,1.0,1.0
4008443,Queens,Astoria,Private room,65,good,2.0,1.0,1.0,1.0
19475065,Queens,Astoria,Private room,103,good,3.0,1.0,1.0,2.0
17865967,Queens,Astoria,Private room,45,good,8.0,2.0,3.0,4.0
9238214,Queens,Astoria,Private room,39,good,2.0,1.0,1.0,1.0
19410166,Queens,Astoria,Private room,100,good,1.0,1.0,1.0,1.0
10723142,Queens,Astoria,Private room,35,good,2.0,1.0,1.0,1.0
18022545,Queens,Astoria,Private room,85,good,2.0,1.0,2.0,1.0
9895911,Queens,Astoria,Private room,55,good,2.0,1.0,1.0,1.0
9684503,Queens,Astoria,Private room,68,good,1.0,1.0,1.0,1.0
13937620,Queens,Astoria,Entire home/apt,180,okay,1.0,1.0,1.0,1.0
20439529,Queens,Astoria,Entire home/apt,85,good,2.0,1.0,1.0,2.0
15834067,Queens,Astoria,Entire home/apt,110,good,2.0,1.0,1.0,1.0
752366,Queens,Astoria,Entire home/apt,110,good,5.0,1.0,1.0,3.0
3176874,Queens,Astoria,Entire home/apt,119,good,1.0,1.0,1.0,1.0
19848373,Queens,Astoria,Entire home/apt,200,good,3.0,1.0,1.0,2.0
12185367,Queens,Astoria,Entire home/apt,125,good,2.0,1.5,1.0,1.0
15037795,Queens,Astoria,Entire home/apt,125,good,6.0,2.0,2.0,2.0
4831703,Queens,Astoria,Entire home/apt,150,good,2.0,1.0,1.0,1.0
3615796,Queens,Astoria,Entire home/apt,179,good,2.0,1.0,1.0,1.0
16163275,Queens,Astoria,Entire home/apt,95,good,1.0,1.0,1.0,1.0
12582348,Queens,Astoria,Private room,55,good,1.0,1.0,1.0,1.0
894093,Queens,Astoria,Private room,47,good,4.0,1.0,1.0,1.0
19570605,Queens,Astoria,Private room,65,good,2.0,1.0,1.0,1.0
16897705,Queens,Astoria,Private room,68,good,2.0,1.0,1.0,1.0
12609695,Queens,Astoria,Private room,55,good,2.0,1.0,1.0,1.0
978615,Queens,Astoria,Private room,87,good,2.0,2.0,3.0,1.0
771650,Queens,Astoria,Private room,77,good,6.0,1.0,2.0,2.0
449764,Queens,Astoria,Private room,85,good,2.0,2.0,4.0,1.0
771647,Queens,Astoria,Private room,75,good,7.0,1.0,2.0,5.0
7402303,Queens,Astoria,Entire home/apt,120,good,3.0,2.0,1.0,2.0
5569167,Queens,Astoria,Private room,50,okay,2.0,1.0,1.0,1.0
3594408,Queens,Astoria,Private room,85,good,3.0,1.0,0.0,2.0
